text	target	predicted
"[Verse 1]
I’m awake
Can you see me now
And if you stay
We can lounge about
And I’m getting tired
But you make me feel awake
And at the end of the night
Maybe we can stay up late

[Chorus]
‘Cause I’m just all alone
Sitting at home
And you should stay
If you don’t mind
I’ll be okay
If you stay
‘Cause you should stay
If you don’t mind

[Verse 2]
On my own
I miss you here
Sun is gone
And the clouds are near
And I’m getting tired of being
By myself
‘Cause at the end of the night
Maybe you can help yourself
[Chorus]
‘Cause I’m just all alone
Sitting at home
And you should stay
If you don’t mind
I’ll be okay
If you stay
‘Cause you should stay
If you don’t mind

[Outro]
I’m just all alone
Sitting at home
And you should stay
If you don’t mind
I’ll be okay
If you stay
‘Cause you should stay
If you don’t mind"	pop	pop
"[Hook: XV]
Cause I feel so (awesome)
How you feel (awesome)
I guess that's (awesome)
Shawty, you fine and yo body is (awesome)
Wanna roll (awesome)
Well, let's go (awesome)
Hands in the sky like...

[Verse 1: M.D]
Im rollin up a Swisher, Kara
Im blowing pina colada like there is no tommora
Kickin on my Converse, headed out the door
Up all night, Long Night like The Corrs
Wanna roll? of course
I told her thats awesome
Keepin 100 grands, in the strip I club I toss em
Sippin on this shit that I can't even prunounce
Throwin bills around, sit and watch that ass bounce
Gettin to the money, green like the grass
I murder this beat, and you solve it, Jim Brass
Im so awesome, you see it in my rhymes
Got yellow bones and green paper, thats lime
Flow so stupid, you can call me dumb
Im shining out the planet, like Red Rum
Home of a king, I live in the sky
Got a new clique, Awesome or Die
[Hook: XV]

[Verse 2: M.D]
Did I do that, Urkel
Yes I did, I killt em, and I left them in a circle
All white tux, but its really black
Nah, boy, Im kiddin, I ain't smoking that crack
Haters come on down like Bob Barker
Im all over the web, like Peter Parker
Sleepin Upside Down, but I ain't Batman
Was on her friend but so her ass so phatman
Get it hah
Sippin on some red shit like the Game on
On the highest level, Im in my game zone
Got bloods behind my back like Im in Verizon
Im the biggest in this Illy like the Chi Zone
I go stupid on this beat like Hillary
Red Rum in this building, Kill machine
Swag surfin on a wave, Im the best
Hero like Batman, no Adam West

[Hook: XV]"	rap	rap
"I know I've been here before
But what if there's more?
This is the place I always end up
Like I never really reached that top
Only a leap away from the highest ledge
Just a leap away from giving up again

I never learn from my misstakes
No matter what I say
I never want to feel this way again

You know this awkward moment
When you see yourself through different eyes
Maybe I should listen, and maybe try to learn some too
Only a leap away from my greatest fear
Just a leap away from giving up again

I never learn from my misstakes
No matter what I say
I never want to feel this way again
Everytime that I've tried, and everyone left behind
Will always haunt me, will always haunt me down
No matter what I do, no matter if I try
It always haunts me, it always haunts me down

I never learn from my misstakes
No matter what I say
I never want to feel this way again

Watching the sun turn pitch black"	rock	rock
"Cybernetics
Merger between two worlds
Biologic and mechanical spheres collide
As a result the new breed is created
That is superior to anything we know
Human beings created the machine
And the machines create themselves
Is this artificial intelligence or simply intellect?
A.I. is something that I.A.created
Technology within our genetics
Comparative study of mechs and mankind
Dissecting familiar artificial systems
How long can we inhibit this process
They are designed to control themselves
A.I. is something that I.A.created
Technology within our genetics
A.I. is something that I.A.created
Machine code within schematics
Cannot escape so wake up from so called reality
You have no soul you're a machine
Incapable of producing thought
Breeding drone beings
Perfection deformed
No more steps towards the end
Artificial hearts nature departs
Tissue is weak and withers away
Cyborgs mechanic organisms
Version 2.0
Humanity the biologic element
Created in the same way machines were born
Therefore I am god to the next wave
Cannot escape so wake up from so called reality
You're just a number a silent figure
Get back in line it's not you're turn
And it never will be
Breeding drone beings
Perfection deformed
No steps forward
It's just circular
Life in cycles
Humans disposed
Borgs will take our place
In the next wave of evolution
Eradicate your own god
We forget we're simply animals
Primal and useless
Breeding drone beings
Perfection deformed
We never realise the consequences of our actions
One step forward two steps back
One step forward ten steps back
Cybernetics"	pop	rock
"High-tops, flip flops
Three tall girls, school uniforms in blue
Yellow, green, multiplied, strangers
Underground

Out of focus, out of frame
Three tall girls, gum snapping, cut the line
Divided, multiplied, strangers
Underground

The day’s grown old, the fainting sun

They hold hands, make plans
Map the middle distances and yawn
Divisible by one, strangers
Underground

The day’s grown old, the fainting sun
The day’s grown old, the fainting sun"	country	pop
"The rakes of mallow

Beauing, belleing, dancing, drinking
Breaking windows, cursing, sinking
Every raking, never thinking
Live the Rakes of Mallow;
Spending faster than it comes
Beating waiter's bailiffs, duns
Bacchus' true begotten sons
Live the Rakes of Mallow

One time naught but claret drinking
Then like politicians, thinking
To raise the ""sinking funds"" when sinking
Live the Rakes of Mallow
When at home, with da-da dying
Still for mellow water crying;
But, where there's good claret plying
Live the Rakes of Mallow
Racking tenants stewards teasing
Swiftly spending, slowly, raising
Wishing to spend all their days in
Raking as at Mallow
Then to end this raking life
They get sober, take a wife
Ever after live in strife
And wish again for Mallow
-----------------------------------------------------------------
@Irish @drink
Filename[ rakemalo
Dc
===Document boundary"	pop	country
"[Verse 1]:
Lately you been running these lonely streets too much
Watching you catch the bus, saying nobody picking you up
Your smile is too pretty, that ass is too fat for you to ever do that
You're meant to ever be do, for you to ever need shoes
For you to ever have to lose

[Chorus]:
Let me know when you're ready to crossover
Let me know when you're ready to get put on
Let me know when you're ready to crossover
Let me know when you're ready to get put on
I'll put you on 'cause I'll put that ass on real good
I'll put you on, I'll put you on
I'll put you on, I'll put you on, yeah yeah yeah

[Verse 2]:
You sleeping, you sleeping, don't you wake up 'cause a nigga no good
He sacrificed a 10, when you gonna leave that nigga in the hood?
Rumor has it, you a squirter, broke niggas don't deserve ya
Got you out there flipping burgers, let a young brother serve ya
I know you want that, you want that, you do
'Cause all I want that, I want that is you
[Chorus]:
Let me know when you're ready to crossover
Let me know when you're ready to get put on
Let me know when you're ready to crossover
Let me know when you're ready to get put on
I'll put you on 'cause I'll put that ass on real good
I'll put you on, I'll put you on
I'll put you on, I'll put you on, yeah yeah yeah

[Bridge]:
If you ready (I'll put you on)
I will, I will put you on (I'll put you on)
(?) those games, are you ready to change baby? (I'll put you on)
I will put, put you on (I'll put you on, I'll put you on)
If you ready to crossover, babe, are you ready to crossover, babe?
(I'll put you on, I'll put you on)

[Chorus]:
Let me know when you're ready to crossover
Let me know when you're ready to get put on
Let me know when you're ready to crossover
Let me know when you're ready to get put on
I'll put you on 'cause I'll put that ass on real good
I'll put you on, I'll put you on
I'll put you on, I'll put you on, yeah yeah yeah"	rb	pop
"[Verse 1]
Heaven lies on the other side of the country
Heaven waits for people like you
But it won't wait forever and ever
Like I want it to

We know there's a lot we have in common
And it's so frustrating to think about
That it won't last forever and ever
Like we want it to

[Chorus]
I wish that I had the voice
To share what I mean to say
But I only hang onto words
That follow me livin’ this way
That heaven lies

[Verse 2]
Fire's friendly for sinners like us
The waters cool to heal all our burns
And we're not afraid
We've got each other to trust in this crazy town
[Chorus]
I wish I knew what to do
We've been fighting to live for weeks
We were so wrong before
And it's killin’ us to know what this means

[Outro]
That heaven lies
That heaven lies
That heaven lies

How can heaven lie?"	rock	country
"[Verse 1]
Oh, I'll twine with my mingles and waving black hair
With the roses so red and the lilies so fair
And the myrtle so bright with the emerald dew
The pale amanita and eyes look like blue

[Verse 2]
I will dance, I will sing, and my loft shall be gay
I will charm every heart, in his crown I will sway
When I woke from my dreaming my idol was clay
All portion of love had all flown away

[Verse 3]
Oh, he taught me to love him and promised to love
And to cherish me over all others above
How my heart is now wondering no misery can tell
He's left me no warning, no words of farewell

[Verse 4]
Oh, he taught me to love him and called me his flower
That's blooming to cheer him through life's dreary hour
Oh, I long to see him and regret the dark hour
He's gone and neglected this pale wildwood flower"	country	rb
"Hunnit Bands for a kilo nigga
(Yeah)
YungLan On the track
(Fuzzy, Fuzzy)
Ima let it all play out
(let it all play out)

(Hook) (Fuzzy)
Solo on my drippy Bop
Thigh pad blue faces
Laces say shoelaces
Patek with the blue face
Patek with the blue face
Patek with the blue face
We eating amazing grace
No face no new case
Walk through wit that jigga bop
Pocket full of blue people
Crazy how they switching up
It’s Like I never knew niggas
Come through on own shit
Come through on my Rome shit
(Verse) (Fuzzy)
My new bae in Marc Jacobs
These bars they all lay-ups
These cars ain’t yalls pay up
My squad like ball players
(We Up We Up Way Up)
These boys they all haters
We strapped like Al Qaeda
We all back to having paper
Wap thru me the keys to the McClaren
I ain’t know how to start it
Plus I’m like 300 pounds
I roll the window down
I might look retarded
Oops I shitted on em wow
I might air it out like a nigga farted
My bitch said I did it on em
But ima mash the gas
Cuz niggas shouldn’t of started
They know that I go the hardest
For the fam ima go regardless
They know that I engineer
Ima DJ now a new artist
They know ima take the lamb truck
Breeze prolly gon go Rari
Can’t wait till a nigga shake the garden
It’s gon’ take a minute but I’m so sorry
(Hook) (Fuzzy)
Solo on my drippy Bop
Thigh pad blue faces
Laces say shoelaces
Patek with the blue face
Patek with the blue face
Patek with the blue face
We eating amazing grace
No face no new case
Walk through wit that jigga bop
Pocket full of blue people
Crazy how they switching up
It’s Like I never knew niggas
Come through on own shit
Come through on my Rome shit

(Verse) (Fetty Wap)
Come thru on some king shit
20 mill 5 years nigga
Lost more than 30 niggas
I ain’t shed no tears nigga
Tried to show em a better picture
Guess it wasn’t clear nigga
Why most of em hush hush
But Zoovie zoo still hear nigga
Real estate paid
I was coached by some real niggas
Really dig graves
I was coached by some real killers
Seem to lost all feelings
720 no ceiling
I pray that god forgive me
Cuz I won’t forgive em
(Hook) (Fuzzy)
Solo on my drippy Bop
Thigh pad blue faces
Laces say shoelaces
Patek with the blue face
Patek with the blue face
Patek with the blue face
We eating amazing grace
No face no new case
Walk through wit that jigga bop
Pocket full of blue people
Crazy how they switching up
It’s Like I never knew niggas
Come through on own shit
Come through on my Rome shit

Pop a ace with the dusse
Fuck wit you say
We just grind and then pay
Big Fazu
Forever Lit Boyz"	rap	rap
"[Verse]
Sacrosanct, not a parasite of mind left to blossom out
In volatile, grip superlative, fruit elating mind

[Refrain]
?

[Outro]
Carved by the wind only in still time to crawl
Back to this fear alone
Focal point, steady white, luminescent strength
My perception changing in due time
In due time"	rb	rock
"We got EAP in the house tonight, Edgar Allan Poe
America’s favorite anti-transcendentalist
We’re taking this back, way back, nineteenth century style

CHORUS
Who’s that (who’s that) rapping?
Who’s that rapping at my chamber door?
Mr. (mister) Raven!
All up in my grill like, “Nevermore.”

Kick it! Once upon a midnight dreary, while I kicked it weak and weary
Dark and cold just like Lake Erie, Brand New sample, someone clear me
While I nodded nearly napping, suddenly there came a tapping
Up like, “What?”, this thunder clapping in my brain like graphic Halflings
Staffing me, I put down Milton. Cell phone mute like Paris Hilton
Open window, halfway built-in. Times a changing like Bob Dylan
Twenty-pound bird black as could be, cold feet cold eyes aimed straight at me
Grim face, grim stare, death carnivore, quothe that raven “Nevermore.”

REPEAT CHORUS
I miss Lenore, my Annabel Lee, taken by angels from me
Alone with books (hey that’s me!), harbinger of death visiting me
“Can I help you, evil prophet? If you got a problem, look, I’ll solve it.”
He checked my hook, DJ revolved it, perched on Pallas, chalice dropped it
“Tell me sir, please, if you can. Am I good or evil man?
What can I say, what can I do, when will I be rid of you?”
“Nevermore,” quothe he at me, hating on this fresh MC
Satanic raven, Nietzsche glee, killing me softly like the Fugees
Now I feel worse, my verse is terse, joy inverse just like Fred Durst
Call a nurse, disperse my thirst put this process in reverse
Wish I'd had some warning first, MC Lars, ’88 hearse
Now I’ll never be Slug or Murs, under that black raven’s curse
The raven's eyes still have the seeming of a demon that is dreaming
Lamplight over him still streaming, hear my screaming, hear me screaming!
My soul still floats there on that floor and shall be lifted nevermore
Afflicted calm, like Michael Moore, canonized piece, US folklore

REPEAT CHORUS

Whose house? Raven’s house!"	rap	rap
"[Intro]
Spider-man, Spider-man Does whatever a spider can
Spins a web any size Catches thieves just like flies
Look out, here comes the Spider-man

[Verse]
Is he strong? Listen Bud He's got radioactive blood
Can he swing from a thread ? Take a look overhead
Hey, there! There goes the Spider-man
In the chill of the night At the scene of a crime
Like a streak of light He arrives just in time

[Chorus]
Spider-man, Spider-man Friendly neighborhood, Spider-man
Wealth and fame, he ignores Action is his reward
Look out, here comes the Spider-man

[Chorus]
Spider-man, Spider-man Friendly neighborhood, Spider-man
Wealth and fame, he ignores Action is his reward
To him, life's a great big bang up Whenever there's a hang up
You'll find the Spider-man!"	rock	rock
"[Verse:]
When we're together I just want your touch
You won't have to do much
When you see me you gotta let go of the screen
You just gotta look at me
Can you please look at my face?
I don't want to have any space
Just hate how quiet it is in this room
To fix that we could be body to body in the bathroom
Or we could try the bedroom
You could lay me down on the floor
I wanna see how long you could last for
Just take all of me it's yours
But are you ready, are you sure?
Let's do it like it's the first time cause' i need more

[Hook]
I hate it
I love it
I hate being alone with you
Cause' we never know what to do
I hate it
I love it
I love being alone with you
Because you're so see-through
So easy to get to
[Bridge:]
Oh I can see the hurt in your eyes
But baby I know that you try
Sometimes you make me cry
Without reason, so just put your body on mine

[Hook:]
I hate it
I love it
I hate being alone with you
Cause' we never know what to do
I hate it
I love it
I love being alone with you
Because you're so see-through
So easy to get to

[Outro:]
Oh I hate you
And I love you"	rb	rb
"No lime, just salt, and I'll pour it in the open wounds
I'll call your bluff that says you'll never bother to stitch me up
Shot after shot, I'll battle my luck
Another bottle down just to pick me up
I'll find rock bottom in this empty cup
Another bottle down just to pick me up
I've found rock bottom in this empty cup

Am I the life of the party or killing a good time?

They say in all of us, there's a sinner and a saint
You'll meet one or the other based on how much I've drank
I lost my mind but found my heart
In this congregation kissing bar top art

For me, there's no heaven after all
I've been in a dark place
But the holy spirit never burned as bright as alcohol"	rock	country
"[Verse 1]
Love for me hasn't been easy
I've let true love fall to the ground
Through the years and the tears
I've learned what love's about
And this time I'll be ready
When love comes around

[Chorus]
When love comes around I'll be ready
Love will find me a brand new man
And I'll be standing here
With my heart in my hand
This time I'll be ready
When love comes around

[Verse 2]
Too many times I've lost a good love
And I can see now I let it down
But if love comes back to me
It won't see the same old me
This time I'll be ready
When love comes around
[Chorus]
When love comes around I'll be ready
Love will find me a brand new man
And I'll be standing here
With my heart in my hand
This time I'll be ready
When love comes around

[Outro]
Yeah, I'll be standing here
With my heart in my hand
This time I'll be ready
When love comes around"	country	rb
"Juno, juno ,juno, juno, shooters runnin faster even
You know, you know ,you know, you know, off the bean im tweaking only
They, they go, they go, they go, hunting for the fighters but like
We know, we know, we know, we know, hiding from the feelings that we
Dont show, dont show, dont show, dont show, fighting for their lives you say that
You know, you know, you know, you know, and they just tell us to let it
Go, go, go, paparatsi pictures flashing at me
Oh, oh ,oh, I can't wait til i make it on the show

I runup in the trap, fast like nar-uto
I see that baddie, she a freak thats straight gold
Ain’t no bussdown vivi on my wrist, oh
Only drugs i love is weed and liqour from the party tho
Woah, xaned out
When my head is in the clouds, im out
Ain't no doubt im headed for your housе
Make the Glock tickle your kidnеy, he won't be here  for to long, one shot inside he gone
Woah im gone, call me backugan
Woah to long, imma need some
One for long, help me im
On the wall, im falling
Juno, juno ,juno, juno, shooters run faster even
You know, you know ,you know, you know, off the bean im tweaking only
They, they go, they go, they go, hunting for the fighters but like
We know, we know, we know, we know, hiding from the feelings that we
Dont show, dont show, dont show, dont show, fighting for their lives you say that
You know, you know, you know, you know, and they just tell us to let it
Go, go, go, paparatsi pictures flashing at me
Oh, oh ,oh, I can’t wait til i make it on the show

I am waiting, do you show?
I dont know, anymoe
Lights, gold show ice chainz, glow
We show up, at the top make you drop
Molly, xanax, on the table make you flop
Drugs, partys, livin's what we got
Im sorry, ready uno call me juno
Im ready, when I pull up they jaw drop
She so spicy, make her wife
Now they staring at me stop
Queitly I sing, and politly yeah yeah

Juno, juno ,juno, juno, shooters run faster even
You know, you know ,you know, you know, off the bean im tweaking only
They, they go, they go, they go, hunting for the fighters but like
We know, we know, we know, we know, hiding from the feelings that we
Dont show, dont show, dont show, dont show, fighting for their lives you say that
You know, you know, you know, you know, and they just tell us to let it
Go, go, go, paparatsi pictures flashing at me
Oh, oh ,oh, I can't wait til i make it on the go"	pop	rap
"I let you walk away
I kept it all inside
Swore you'd be back someday
My sin is pride

I could have reached out to you
But I felt like my hands were tied
I’m always bound to prove
My sin is pride

Wasted so many words
When I told the truth I lied
I never will confess
My sin is pride

I've chosen a narrow path
Lost sight of the road so wide
But I never will look back
My sin is pride

Nobody sees the pain
Nobody knows I've cried
I never will confess
My sin is pride
I never will confess
My sin is pride"	country	country
"Wondering
Where comes my possession
Falling into my attention
Never leaving my protection

Come to break my body down one day
Seems to me I'll lose the plot one day
One day

Wondering
Wondering
Wondering
Falling"	rock	rock
"[Verse]
I drink way too much for my body I know I'm a mess
Party after party tryna cover up the pain you left
And the more I think about it I find myself full of regret
But I just drink to stop thinkin but oh I can't forget

And no I never believed in forever that's a mighty long time
But of course I believed what you said when you said you were mine
Wish I could believe this is a lesson and yeah, i'm gonna be fine
But I keep praying and waiting for the day we move counterclockwise

[Chorus]
I never thought you'd go back
My worst fear you know that
Was being here while I dont have
What you want, what he don't lack
Tried but it just won't past
Shit just makes me so mad
Never thought you'd go back
You know what hurts so bad
[Post Chorus]
You used to be so sweet
You used to be so sweet
You used to be so

[Chorus]
I never thought you'd go back
My worst fear you know that
Was being here while I dont have
What you want, what he don't lack
Tried but it just won't past
Shit just makes me so mad
Never thought you'd go back
You know what hurts so bad

[Post Chorus]
You used to be so sweet
You used to be so
You used to be so

[Outro]
I drink way too much for my body I know I'm a mess
I drink way too much for my body I know I'm a mess"	rb	rb
"Falling voices calling
Of a dear old dream
Sliding, drifting, writhing
Time is wild it seems

Come and see my church and my steeple
Thousands of people are praying
Why, join a part in your head in your heart
In the garden where children are playing

Come, chant and sing, drink my wine, wear my ring
Cast my ashes in front of another
Don't refill my cup, you can kill me
And leave by the stairs in the rear

Time you met my choir and my rector
Building inspector is leaving
Come check it out, you've been hearing about it
And now there's no time left for brеathing

Come, hang around, throw my pride on the ground
Can't you see thеre were others before me?
Please ignore my truth, you can buy me
And leave by the stairs in the rear
Rise to fall, no hope, only glory
Telling the story too many
Times that I've cried after being denied
By the spirits who weren't having any

Sleep in my bed, break your heart, waste your bread
But be sure not to hear what I'm saying
Don't refill my cup, you can kill me
And leave by the stairs in the rear

Slipping, falling deeper
Back into the wild
Sliding, drifting, gliding
While you rock good night"	rock	rock
"[Verse 1]
I thought it
Was over, for me until you made your
Way back
And asked me how's things?
I thought you had a boyfriend
Or did he leave on loose ends
‘Cause you don’t really make sense
To me

[Pre-Chorus]
We both seem to be crazy
But it can never be a simple thing
And she says you can't save me
‘Cause she knows I don't really wanna commit

[Chorus]
‘Cause we could go to Seoul
We could make it work out, if you like
‘Cause I don’t wanna burn out, in the sun, when it's too bright
And we could go to Paris
Help me work on all those, little things
‘Cause I don't wanna burn out, in the sun, when it's too bright
[Verse 2]
Was that it
Just small talk, that's all?
I don't know why you'd show up
If nothing was up
I really thought you moved on
But now you mention my song
You really mess with my head
You do

[Pre-Chorus]
We both seem to be crazy
But it can never be a simple thing
And she says you won't save me
‘Cause she knows I don’t really wanna commit

[Chorus 2]
‘Cause we could go to Seoul
We could make it work out, if you like
‘Cause I don’t wanna burn out, in the sun, when it's too bright
And we could go to Paris
Help me work on all those, little things
‘Cause I don’t wanna burn out, in the sun, when it's too bright

I remember
All the tears that you shed
And I couldn't help so I wrote that song instead
Too make you care
[Bridge]
We both seem to be crazy
But it can never be a simple thing
And she says “you won't save me”
‘Cause she knows I don’t really wanna commit

[Final Chorus]
‘Cause we could go to Seoul
We could make it work out, if you like
‘Cause I don't wanna burn out, in the sun, when it's too bright
And we could go to Paris
Help me work on all those, little things
‘Cause I don't wanna burn out, in the sun, when it's too bright"	rock	pop
"Why
Do I do so much for you?
And why
Do I need you to
Be by
My side?
And why
Why do I try so hard
To get you to for myself?
You
Do you even want me back?
If not
Why can't you tell that?
Please don't
Be like the ones
Before you came around

Why can't I have you?
He's on your mind
Is he worth your time?
Or mine?
Why does he matter to you?
There's nothing he can bring you
That I can't bring too
Am I just not enough?
I can't fill up your cup?
Do you not want me to?
What do you want me to do?
Boy, do I matter to you?
Do I matter to you?

I
I wanna be with you
So why
Can't it be me and you
I feel
Like you've been drifting away
Slowly
Each day
I'm
I'm over the games
They all
End up the same way
I just can't see
Why me?

Why can't I have you?
He's on your mind
Is he worth your time?
Or mine?
Why does he matter to you?
There's nothing he can bring you
That I can't bring too
Am I just not enough?
I can't fill up your cup?
Do you not want me to?
What do you want me to do?
Boy, do I matter to you?
Do I matter to you?"	rb	pop
"[Verse 1]
The lips of a liar tasted like the truth
Was I in denial thinking that you
Were my end-game, undone with blame
The lips of a liar

[Verse 2]
The arms of betrayal can make you feel safe
Well maybe I failed 'cause I took the bait
If I found you out, where would I be now?
In the arms of betrayal

[Chorus]
What if I was never with you
Maybe today I'd have nothing to lose
What if I started trusting myself
Maybe I'd be here with somebody else
What ifs and maybes ain't gonna save me
What ifs and maybes ain't gonna break me

[Verse 3]
The smile you were faking pulled me in close
All along you were making me look like a joke
Now I can't feel, don't know what's real
The smile you were faking
[Chorus]
What if I was never with you
Maybe today I'd have nothing to lose
What if I started trusting myself
Maybe I'd be here with somebody else
What ifs and maybes ain't gonna save me
What ifs and maybes, they ain't gonna break me

[Bridge]
It was you that dragged me through hell
Now it's me that's hurting myself
So what's on me, what's on you
So what's on me, what's on you

[Chorus]
What if I was never with you
Maybe today I'd have nothing to lose
What if I started trusting myself
Maybe I'd be here with somebody else
What ifs and maybes, they ain't gonna save me
What ifs and maybes ain't gonna break me"	country	rb
"[Verse 1: Patrick Kennedy]
I heard you say my name
I was looking the other way
Saw a tear there on your face
And I don't know what for
I was trying to convey
I was listening all the same
But you hit me in the gut
And now I know what for

[Verse 2: Lizzie Quinlan & Patrick Kennedy]
We were driving out all night
We were heading up the 5
You were asking why
I just couldn't let it go
Pull over to the side
I just need to close my eyes
For a minute and I'll be fine

[Chorus: Lizzie Quinlan & Patrick Kennedy]
No, I gotta let it go
I gotta let it go
I gotta let it go
[Verse 3: Lizzie Quinlan & Patrick Kennedy]
I read the letter that you sent
But still I was on the fence
And I've been there ever since
Oh, and I don't know what for
As we're turning round the bend
You check my blind spot and pretend
That we know what's up ahead

[Chorus: Lizzie Quinlan & Patrick Kennedy]
No, I gotta let it go
I gotta let it go
I gotta let it go

[Bridge: Patrick Kennedy & Lizzie Quinlan & Both]
Nighttime driving up the coastline
Oh, I gotta let it go
We'll keep going till the sunrise
Oh, I gotta let it go
Nighttime driving up the coastline
Oh, I gotta let it go
We'll keep going till the sun
Yeah, I gotta let it go
Nighttime driving up the coastline
Oh, I gotta let it go
We'll keep going till the sunrise
Oh, I gotta let it go
Nighttime driving up the coastline
Oh, I gotta let it go
We'll keep going till the sun
Oh, I gotta let it go"	country	country
"American cities kissed by open sky
While the years scrape at your skin
Spending your whole life trying to erase
The person you know you’ve been

Holding on to every single breath
Chased by nicotine
Walking away from a future
Led in the pursuit of buying things

Sometimes the lips don’t need to move
For the heart to make a desperate sound
If I’m hell bound
Come on light this body up and we’ll burn it down
Because you know a bruise only lasts
Long enough for thе pain to pass

Getting buried in the day to day
Scarеd of how it feels
Hoping someday that this town repays
Everything it steals
Holding on to every single breath
Watching your friends get old
Your scars can tell you about where you’ve been
But not where you need to go

Sometimes it takes giving up everything
To see the things you really need the most"	rock	pop
"[Chorus]
I thought you could save me
But you only made it worse
Thought you wouldn't play me
But you left me in the dirt, ayy
I thought you could save me (save me)
But you only made it worse ayy, ayy
Thought you wouldn't play me (play me)
But you left me in the dirt, ayy
Bet you wanted me dead, yeah you wanted me (yeah)
Why you wanted me dead? Yeah you wanted me (yeah)
Well girl I ain't dead like you wanted me (yeah)
Was my lover and my friend now you're my enemy

[Verse]
Baby, why you leavin' and what's the reason?
When you walked out, had to let that seep in
Wounds deepened, interrupted healin'
Now you're the reason that my heart is bleedin'
You're my medicine, girl don't do that to me
When I breakout you are all that I see
Girl let's make up, won't you do that for me?
Girl don't be mean you're supposed to be my peace, my peace
You came and you left just like the breeze
How the heck you freeing me if you took the all the keys?
Only thing that you taught me is nothing's guaranteed
Thought I was your Adam, so I listened to my Eve
[Chorus]
I thought you could save me
But you only made it worse
Thought you wouldn't play me
But you left me in the dirt, ayy, ayy
I thought you could save me (save me)
But you only made it worse, ayy, ayy
Thought you wouldn't play me (play me)
But you left me in the dirt, ayy
Bet you wanted me dead, yeah you wanted me (yeah)
Why you wanted me dead? Yeah you wanted me (yeah)
Well girl I ain't dead like you wanted me (yeah)
Was my lover and my friend now you're my enemy

[Bridge]
You know what we could've been
I should've never let you in
I played my part but I couldn't win, win
You said that you would never hurt me
Said that you'd always love me never desert me
But that's exactly what you did to me, to me

[Chorus]
I thought you could save me
But you only made it wor-wor-wor-wor-worse
Thought you wouldn't play me
But you left me in the dirt
I thought you could save me (save me)
But you only made it worse, ayy, ayy
Thought you wouldn't play me (play me)
But you left me in the dirt, ayy
Bet you wanted me dead, yeah you wanted me (yeah)
Why you wanted me dead? Yeah you wanted me (yeah)
Well girl I ain't dead like you wanted me (yeah)
Was my lover and my friend now you're my enemy
[Outro]
Yeah yeah yeah yeah
Ooh ooh ooh oh ayy"	rap	rb
"Drain my gut
Spill it out onto the deck
Burn their hands
Sure as hell has burned my own
I am alone now
But she sings

Sailor come to me
Bend the wind and seas
Your restless wandering
Sailor come

A-ha
A-ha

I'm no longer a man
Not after all the things I've seen
I'm something less now
Aw but I hear her voice
Fills my ears like heaven's chimes
Have I already gone
Sailor come to me
Bend the wind and seas
Your restless wandering
Sailor come

I've anchored you to me
Abandon all you seek
She can't bleed or breathe
Sailor come

Moving towards me underneath the water (x7)"	pop	rock
"Long long time ago
I spent a summer staring out my window
Waiting out the pain. Waiting on
Waiting for the day I feel okay
Watching cars pass wondering
If they’re coming or they’re going
Oh, I wonder

Bad bloods got me all fucked up
Ohh ohh ohh, yeah
Bad bloods got me all fucked up
Ohh ohh ohh, yeah

New horizon shone a light on me
Found a lover, she was sweet
Learned to play and then to cheat her
Busy hands they kept my mind at peace
But silence is inevitable
So inevitably

It’s all in vain, all in vain
Bad blood it flows through my
Bad bloods got me all fucked up
Ohh ohh ohh, yeah
Bad bloods got me all fucked up
Ohh ohh ohh

Holy rollers screamin’
Deafening my reason
Washing out my brain with soap
Mothers fighting demons
Though, I’ve never seen them
She swears they’ve got me by the throat

Bad bloods got me all fucked up
Ohh ohh ohh, yeah
Bad bloods got me all fucked up

Head strong, sick son
Backslid Christian
Don’t like to sit through church
Lukewarm livin’
Outcast citizen
Shade casting son of a bitch"	pop	rock
