text	target	predicted
"Walking down roads I’ve never seen before

I see the walls of my nightmares in this song
The words fill up like it has been in an unheeded call
Words make me scream and shake my head
When life is through, they are outta control
We say this because we need your light
The day I find out who I am
I hope that I don’t have to run away
Cause if we are alone there's nothing left for us
If we go home with you baby can hear those footsteps on the walls

Verse 1:
Don't tell me you’re sorry 'cause I just feel a certain way
I really get that feeling right when she opens her mouth at the sight of you walking through town
I know what I’m doing cause I’m here every day and night
Like how did we end up like this?
Baby maybe we should tell ourselves why we had to
Maybe time has come for a change
But it's hard not seeing how good time could turn into
Everything about me I swear to please you
In your body, on my mind I think of you everyday

Chorus:
There is no one to give this one last chance
There won’t be any tomorrow
No one to save us now
You are the only love that ever saved our day
I still wanna hold myself
Everywhere we go you make a promise we’ll make sure forever
Love will always save these kids from dying
Let them live and give the love that was born

Verse 2:
It makes me want to walk away
A dream comes true and then you leave again
And my eyes see a smile growing all around me
And all this pain makes me sick
To see you walking through town is something I never do
Sometimes I wonder if even I’m gonna be alive today"	rb	rock
"What they talkin' 'bout? They ain't talkin' 'bout nothin'

Prod. Vocals:
""Y'all get a hold of the keys to success but what's the meaning with being successful?""

Verse 1: (2Pac)

I'm just tryna put in some work, no longer afraid to walk in this store, I got that passion, so don't waste my time trying to go around and fight me or tell you who I think you should be
I'd rather kick out a house than step inside if I know exactly what I wanted to do with my life

I'm a good rapper like Eminem 'cause I flow so fresh like it never existed since the days of my youth up until now
My rhymes keep coming back, always be relevant
With every rhyme I spit at some point I feel like I am born again from them beats, I would love to hear more, oh Lord (Haha)
It's all right, because after all the music has made us stronger, we can finally look back on how strong our country was
I used to hate it when people looked at America as an obstacle to success and made these lyrics about God for us to pass over
At least today is the day that America could finally give it up in a way so that rap couldn't stand before us

(H/T: Gino Kwon)"	rap	rap
"The stars align, but I make my own fate

Ends/Hook:
Dreamt up the truth before it came on my side, they're calling me a fool for wanting to say fuck all this shit that you’ve been dreaming for


1st Verse 1: ""Bitch that’s it""
Wish I knew more. That’s just how my shit goes. When I get that paper I'm living at the bottom of the list because of no other option when it comes to what this world could be  if we were straight people. Now listen bitch if you hate I love you and everything surrounding us will start hurting with another day. Everything changes and we live inside the same box like we both grew up around nothing much's gonna work out. It ain't fucking working out anyway. Now listen, yea that was wrong man so forgive it cuz everybody can see what's coming. We all living different lives tryna live right now let me tell you something. So quit saying all those things about me you'll end up in the same boat i was going out trying to swim back to but now you're making every decision because I know you better. I swear I wish I never stopped writing for that one thing would probably've worked out cause all I really want is being here

2nd verse 2: ""They call me crazy because I don't know what it does
Think its time we learn enough to deal with our mistakes."" Yeah yeah

Chorus x2 (x4)

Hook:
Dreamt up the truth before it came on my side, they're calling me a fool for wanting to say fuck all this shit that you’ve been dreaming for


2nd Chorus 2: ""Who are we?""
Wish I had answers after all those damn bullshit songs that I been spitting


3rd Chorus 3: ""How you feeling!""
Yeah you feel it! Feel the love. Let go of your depression! If u wanna fight then fight"	rap	rap
"The waves crash down, but I still stand tall

Produced by: Guggenheim & Fader
Performed By: Kofi Kingston

Chorus:
Baby it's been a minute since you've seen me
I want to be that guy you like
To hold back and say just one more thing
Baby it's been a minute since you're here
And I don't know why
Why I'll keep this all for the rest of your life
Maybe time will tell
Well let's just have fun, okay (yeah)

Verse:
Tell me who my friend and what do you love
Tell me where did we begin
If you could save someone else from falling in love with another guy
But girl I never wanna see them cry again
All these girls are crying because they need help
And that ain't cool
When is the last time you showed up at my place?
Are you feeling sad about everything and all ya do now ?
Is there ever hope to live on another man's line ?
It isn't clear
Just when i see myself as a human soul trying to be somebody
Then you become my only one
I've always had feelings for you and you go hand in hand
It's getting harder every day sometimes cause you just can't feel no more
But maybe time will show"	country	rb
"From the hills to the valleys, I’m making my way
Producer(s): Kevin Taylor

Verse 1:
You got me down for a while like the summer's never enough (It always does)
Yeah you had your fun and now your problems are coming up big
So it ain’t fair if your not about that one thing and that two thing ain't working it has been a bit of a problem
So no this isn’t me tryna figure out what I ain’t doing but its only natural right there in front of me cause nobody else can feel these feelings I wanna hear (Can I feel this shit it was just too long?)
When we broke up I knew everything would turn around (But honestly why would I change at all? Cause life is tough!)
You say that love equals failure then when you really fall down from your heights you get used to it baby you can put a little faith back in me as I let go for good cause I know I’ve been hurt by every single mistake that you’ve made man I hope you find peace in knowing that we could go forward with being together ohh yeah

* Chorus - 3x

Started off rough and started feeling bad now my patience has gotten the better part of a mile or the half where I thought it was going wrong I guess you should realize you won’t get what you deserve *"	rap	pop
"The waves crash down, but I still stand tall
Producer(s): Chris
Verse 1:
She says she’s never met a dude like me before cause all these girls just want their hair done
You always feel the same, tryna get into the scene and be in the game so it feels right to be in front of you
But you should realise
That they can't catch you looking at different types of guys so baby i ain’t gonna lie
I just wanna say that you're no exception girl your lips are dripping on fire
And it only shows
If You treat them like they should
You know it's your fault girl you got too much work to do


Chorus x2
Oh you see my emotions? Can we both make excuses? Cause when I stare, i'm gonna cry too
I got a question but why don't you ask about the past or about your exes, let me tell you straight
Ya ya they all changed and now everything they say is true


Pre-Chorus:
Now they act up whenever you want
Just like how you used to be
This time yall gon have to change your ways
Or let's take this off your shoulder
And maybe you better go with the flow
Like you been practicing dancing all through school
Cause yo momma would think i need one of those jits
But its true thats where im from you deserve more than what we earned (uh)
You ain't gotta prove ya might not even know what type of guy you become
Girl you a star, you the reason i am here
Yeah you made the move, but look what happened to your career
Told her I don’t really want it anymore
I’m ready for my chance like im waiting on a sign
Cause you already had it you knew you can take a shot
I ain't taking no breaks no more, baby i'm bout to run away"	pop	rap
"I see the stars align, guiding my way home

Chorus: She says ""you see the world passing by"", I think it's better that way""
I don't know who to trust anymore but sometimes this love might be worth while

Pre-Verse 1:
The words on my lips they won't change at all because we're in each other's hands
Every song just like every word in Your body always comes alive with grace
You put all into me, so what are we waiting for? You make me smile and show me the true love that makes me strong
Inner life, deeper than it was before
Hair back straight, never curved, your grace won't get in my way if I'm falling off

Pre-Chorus:
Inner life only made you stronger - now everything is starting to heal
Into these moments, there are few things I can share cause our love and the times right now really helps us through the fight

Bridge:
We've found something we've known from a very long time
A lot has happened without too much warning
And now, in an open hearted place
There is something missing

Chorus:
She says ""you see the world passing by"", I think it's better that way"	rb	pop
"Under the neon lights, the future is ours

(First Hook)
Future:
If you see what I see
Then you know that I'm coming with enough ice to kill a motherfucking storm
And get me high like I ain't even on the [x7?](?) of The Matrix

Pre Chorus: (Bjørn Andersson & Jørn Andersson)
In another universe we're in
And yet this world's never gonna work
If we lose it all before long
Wanna make sure life is forever
But let's try and find a way off this beat

Chorus: [Jørn]
We lost our minds for too long
Lost our fucking hope
Lost our fucking souls for too long (2x!)

(Verse 2)
I'm going straight for dead
You don't know what the fuck I really am
Gonna make some shit from scratch
So if you feel me I'll be there
Never mind my feelings or your bitch might catch me up at a club
Got the girl on my side cause she know that I'm balling
Aye, so let's leave this world spinning
I don't need no handouts
Im just a one off player
With no time for stress
That should have been my last call
I coulda killed this day
Maybe now its only for real
Now I'm gone to hell yeah
This game will change my fate
If i die today I'll live like an asshole
If you can't say a thing then why do you keep sayin
The truth I heard was true but I guess that sucks no more though x2

Chorus/Outro:"	rap	rap
"I’ve been waiting for this moment all my life

Hook:
Baby, let it flow
Let's turn that shit right now so we can finally turn to one
(Turned turned turn yeah)
Turn on the lights (you're on my mind) I know every single turn you're taking
So I'ma make u wish u a better day

Verse 1 :
Girl this is new to me
You never really believed me girl this was natural but baby when I came around you saw that no one else could handle you and they hate to see you
When everything in life was in between us yeah you became someone
You used to be shy like how the other girls were acting? you always made sure of what you deserved for yourself
Yeah I knew what you need from me cause I had dreams of you with somebody else
We grew up together at a time and still that year I wanted you more than anybody would ever do
So much love that we just wanna keep it real
Like I swear I won't get close to you

All your texts sent straight down my phone telling me stop don’t worry babe we gon' be fine and we ain't worried about nothing though
And I promise if I say something you know it’s so clear that I told you girl i dont care who you tryna run up against
But you know this song isn’t hard
You know you gotta show your feelings for me"	pop	rb
"The rain keeps fallin', but the grind don't stop

Sample:
Hook: (Aminu)  HUH YAMA
(RZA)
Verse 1: Asleep I'm awake, a nigga woke up from dead sleep
As my life's getting wild and I know that we can never go back
And if i'm not in your head, you're not mine
I think I need love 'til everything unravels
Cause everything's on its own when life goes crazy
We got so many options, maybe it's time to take these pills down
Or just take it all the way up
'Cos there ain't no hope of stopping this shit until now

Verse 2: Don't leave me alone, only listen, like what, when i say somethin'?
Just get rid of yourself, because everyone i've ever met has gone through one or another
Don't worry 'bout other women, they gon fuck with a girl
And be friends with yo self as long as she do whatever her man says
I could change into something different with my own hands
But if we really wanna try some real shit, we gotta keep workin' and learn

Hook: (Aminu)  HUH YAMA
(RZA)
Chorus: X2

Hook: (Aminu) NOPE"	rock	rap
"The stars align, but I make my own fate

Interlude:
A new day is dawning. I should follow it as I walk. It’s time for me to take flight. This ship has just been sunk and is sinking down in the Pacific Ocean and now this song must be coming from Africa - you know what they say... I believe that everything I hear shall play in our eyes. You are already here by this time I wish you well. The Sun has just begun its cycle after the sun did so much about life on this ancient earth - but I’ll let you have your way (and you won’t stop)

Verse 1:
As I think of you before we go into the night
I wonder how much has changed the way we have grown
And will you take us back?
We may just look back with regrets and regrets
If we were only one step closer
To ending this curse

Chorus:
I feel like I have no hope of leaving this place again
Will it ever feel this way again? or will I burn tonight...will I live forever?
Oh...(I’m feeling like I have no hope to leave this place again
Will it ever feel this way again?)

Interlude: 2x
A new day is dawning. My heart began to race while everyone in line was crying
I am alone"	country	rock
"The rain keeps fallin', but the grind don't stop
Not at all

Y'all rappers need to step away and find your way
To take another stab at rap and the world
But wait, before it all gets down
You need a man who knows music
And understands
A real biggie who cares about his fam

Hook: (2x) x2
I got the best songs in the game now
I feel like you owe me for nothin'""


Verse1:
Yeah this album's worth it
Yeah this record was a gift from my momma
When I was younger on this beat
She couldn't get enough of me
Don't think that they ever doubted my talent
In fact they tried hard cause they saw me as a genius
They wanted their kids to be famous because they could see us doin' great
And we'll never fade away
From the place we started
So let me walk through with you
Now lets get back where we started
And give it some more time
Yea i'ma show the world something new
We are the future and the people already know it
This is my message to y'all rappers
Let's make it happen
It's our moment and there is no tomorrow
Imma shine brighter than the sun
(2x)"	rap	rap
"What they talkin' 'bout? They ain't talkin' 'bout nothin'
Ending: ""Wrap you around, I'm the one who’ll tear you down""
Chorus:
What they talkin' 'bout? They ain’t talkin' 'bout
They're just playin' games that are unfair and dumb

Verse 1:
Say it to yo' face said it's only fair yeah my voice is high right now I told you so but now its been a minute no apologies for the sins of these rappers who try to do different things but if you don't speak out then you won't be heard by me
I know some folks think this all a bunch of bullshit
But this dude got somethin’ to say (what?) let him hit his nut(?)
And tell these hoes what he's listenin' to
Couple reasons why i should get it now!  No other way to be honest cause every time I say I’m better off than before, you’re gone too fast or not ready

Pre chorus:
No disrespect but if you trynna catch ya vibe there's hope in the air as your flow is beginning
Like a new generation of young dudes making a mark on music

End chorus:  Yeah yeah yeah
Nigga you shouldn’t fuck with yo shit yeah don't talk like that
You need to get in line girl you cannot be offended by that
All yall niggas fake bitch I promise the truth bout your actions yea you'll be laughing at the ones you hurt

Chorus: What they talkin' 'bout? They ain't talkin' 'bout nothin', they ain't talkin' 'bout nothin'
Ending: ""Walk with me babe and walk with you""
Chorus"	rb	rap
"The stars align, but I make my own fate
(chorus)
Yeah (x2)

Verse 1:
Yeah, yeah
Yeah, yeah
It's that time of year again
Mmm no let go
I tell God we came together
We're so alone in this place
But they won't give us love
No no no oh baby no no
We don't need no one to save us from this fire!
Why do the boys come along like that?‟Why  should we worry about our parents?!
I know she wanna say something
What am I doing and what happened right now?
Yeah there are some things I shoulda told you lately
Like why is it I didn't see the point of my life if I said good bye
And all I could think about was how I can't seem to make my mind up
I keep it on the low even though I've been here for years
There's still a lot left to pick up from my past self
Maybe that's just too much
Chorus x3 :

Pre:
Genre: R&B
Playing with the game to stay alive when your home is gone
Start working and then finally wake up at 9-5 again
Gotta be moving and getting better everyday
Got me feeling real excited when everything is going my way
God be thankful to get by
Baby girl I hope you notice me whenever I'm on the road without you
Pre:
Chorus x3 :"	rb	rb
"Under the neon lights, the future is ours

Hook:
Sippin' on Sprite
Fucking bitches like I really wanna fuck her (Fuck)
When I was just a fucking rapper, no name was my name (Name was my)
Cuz the things that you say to me always feel so fake (Feel so fake)
Like all these girls in my system will try and steal my money with your stupid shit
My main bitch on top of my dome , she really love it when I hop up out the dome

Pour shots on my ex, then we fuck 'round in this big moped truck
Them rappers would do it if they could, not here to impress us, who are these faggots?
No one is above me nigga, it's just me or some phat
It sucks how you treat another nigga 'cause we all suck
How you can't fuck with my team without a couple fucking problems? (Uh)

VERSE 1 : BRIANNA
Yeah i like you, yeah you know what it is
Lemme ride for you girl but i cannot run around round in clubs
And dont mess with anyone who ain't really into cars
Don't be fooled by that girl in yo dress
You want all mine
Baby don't you stop cuz I'm from an island
I think they think they're really hot too, now it's okay
I said get off my dick and make some pussy sounds
Then i'll call lil b
Might be right, but please don't talk to her again
Don't tell no lies, i'm just tryna let them go
But baby come around and start fucking your mans again
I gotta get this bag back then man
I'm making bread like i came from a bag that didn't get filled
Look at me looking down look at Lil G!
All up in his face look at him in amazement
Nigga you already know the truth
And i need you with me never lie
She said she loves you she lied when she said it hurts
Everytime that this bitch pull up in my room it starts to look bad
What i gotta say bitch wait let me slide i swear ima make it rain
That boy jus probably got fucked before he started spanking my niggas last night
Now Imma post like its Halloween
I wanna meet some crazy hoes and see what kinda fun they give that little guy
Just a real young ass nigga i wanna share those photos with my momma
Dont care about nothing else, why you fuckin with me though?
Told her take care of me, told her do what she want, now she cryin
Oh girl, tell dat lil nigga take care of ya son"	rb	rap
"What they talkin' 'bout? They ain't talkin' 'bout nothin'
""I don’t care cause that was all I had.""

Verse:
Look you can tell by the way that you speak my tone
You say your life is a stage show but with no real show to perform your stage-manial
That’s a serious understatement ‘cause these ladies are never quite in line
But let them do their thing, so here come the gentlemen who play up their game
If you wanna be the man then you better bring your band wagon
To work until you get a little money for an ad campaign
Be a little rough around the edges, but no matter how hard it will be
Just do them things and you'll see we're not that young

Hook:
Tell em where to get ya food boy (Food boy)
Don't make any noise
Get outta our face don't act funny (Giggle)
When you talking bout what's up when you look at us (Look at us)
Well you really should see just what's done been said (And done been said)
Now listen here
Let me put this song on repeat

Verse 2:
You can see it in the way you make your moves
The way you wear your jeans you get yourself high
Or there is nothing but great intentions
You tryna prove how to impress others but nobody listens
So if we didn’t have that in common then one day that'd change
A lot of people would be down in your corner, they would've loved you more than them

Verse 3:
Well you always keep it poppin’ some weed
And when you feel like you gotta fight it off
Then you kick it right back
Cause all you need to do is just give back!
Cause your soul is full of pride!
When you leave your crib someone can hear you now you are back
So you can go to school, practice music, or just hit the streets!
Make some noise and you know there could be a riot
Let's hope that that's enough to make the world a better place

Hook:
Tell em where to get ya food boy (Food boy)
Don't make any noise
Get outta our face don't act funny (Giggle)
When you talking about what's up when you look at us (Look at us)
Well you really should see just what's done been said (And done been said)
Now listen here let me put this song on replay"	country	rap
"The rain keeps fallin', but the grind don't stop

Versum/Sample:
No one ever really heard me say that
So no one ever really wrote this song,  because
They're just not gonna hear it anyway

If you never write a song 'cause of someone else's mistakes
Then I think of how much trouble we could've made if anyone was trying to put you
In my shoes by pretending that it would take effort and help me get out.I'm scared of trying, because nobody gives advice with no understanding of what they preach to, so I know I gotta stand up next’s gotta be something serious ‘bout all of when they’ll see a sign that makes no difference
This is for the people whose confidence got a knock-kneed in their stride,’ cause I see no way out if we keep on pushing forward or hold back
We push our hearts into the ground and move like stones, and then finally we feel it begin to sink deep inside again. This world it keeps running down my spine. And I can't get out alive either"	pop	rock
"The stars align, but I make my own fate

Song:
The day will come when everything looks exactly like me

All the words of the night are written down on you again
Now you’re in a zone where nothing is ever as it seems
Nothing is ever as it seems

Hook:
And if all the time we had before we met...
When did we meet? When did we meet? ...You know I can be with your mind right here tonight."" (2x)


Verse 1:
I said goodbye to you. Didn't mean too much to you and she
Didn’t say that word about you, she just kept saying shit about her
That wasn't true. It was only words from her
Ain't how much we changed, really not the words were even the same
Cause she wouldn’t leave us alone, and so at least we stuck 'cause there's no one else to blame
But you still think of me over by mistake
And you could be mine, while I’m here waiting for you to grow old
Girl look around, then stare back cause no one seems to notice my name"	pop	pop
"Walking down roads I’ve never seen before
From:

First Verse
I remember living in the hills so high up on this mountain
Getting in fights we would get to hurt a lot more
And then finally coming through out of nowhere and I'm like, no I wasn't ready I guess this was it all in my hands
No time for waste where you need them from
Where you can be when you are stuck underneath another man's skin
You'll find the love that is still present but not forgotten
My whole life been filled with these feelings and emotions while looking around wondering how I had made each day come
And I don't think one single thing about it is what I was thinking or doing anyway (I know)
Hook 2x
All The Memories Lost
All The Memories That We've Seen All The Times
Baby, If You Stay Away From Me
Please Just Stay With Me
In My Dream World Only You Are There I Can Feel It In my Soul and Inside I Feel The Way This Love Is And You Know I Still Care...
When I See You In Sight When You Come Around
Forever Love  Your Life
When I See You In Sight  When You Come Around Forever Love  Your Life You're My Best Friend Forever"	rock	rock
"Under the neon lights, the future is ours

Prod. by: Alex Tod & Rob Thomas (MGM Productions)
Interlude by: A.C.O.N.D.R.A. (MGM Productions) and B.T.E. (Hook)

Pre-Chorus: The lyrics to this track are entirely original
(The real stars!) Don’t judge them for what they say 'cos you can’t define what they mean
I can’t just pretend that I’m the greatest fan alive
If I put it in perspective all my own life I ain't got a choice
'Cos if we don’t live with each other then we never will be friends
Don't blame me not on myself or anyone else but myself
Because I'm so lost inside, losing all hope of finding an escape
But as the world starts to take its place over again
It feels like I've finally found who I am, no one could ever tell which of us’s the best
And here’s why:

Verse 1:
My vision takes a different color than mine in these photographs
Lookin' at the stars I feel much less alive
I think I wanna quit the music and just let up on the drugs

Verse 2:
Don’t judge me for all these mistakes I’ve made
You won’t get a chance to see the truth about me
Cause love is a constant drug, and that's really hard to find when everyone ends up deceased
So where do I begin? There’s nothing else left to prove until your soul is found

Verse 3:
I tried to get through the life before my parents died
I tried to make it to the top without ever even trying
But I couldn’t stop seeing every star that was going up in the sky
From being bigger than me now

Bridge: Every single chapter is a masterpiece! All the words I write were all dedicated with loving hearts

Inverse: I’m the reason that God did his very best
To set me straight in everything I did because He knew that I will make it
And all alone, I had the courage to open up my eyes and read my mind
Even though sometimes I try and hide my demons when I pray
But deep inside, I know something’s gonna be missing soon
I been trying to figure out how I got there, didn’t make it far and I still find inspiration every day
I can't go back, I cannot hide from God

I've been trying to come up from the depths of sin
What happened next? Where did Christ go?
All I can tell me is that Jesus is alive
I don't care if I die tomorrow, I can be saved someday"	pop	country
"From the hills to the valleys, I’m making my way
[?] on your back and we getting older
But I won't take that for granted so don’t you be afraid
I just want you by my side no one else
And I know right away that's what I feel
You're giving in but we both know it too late

Verse 1:
Oh yeah (?) see I’ve been doing fine, I just hope this isn’t all some kind of joke, girl come over here and chill out a while before i go and say something bad (?) tryna move on but at least i'm still alive and ready to die for you to stay with me
It sucks for you cause I never wanted to fuck on you anyway you ain’t even know about
There’s nobody else who'll do the same for you but me and you we gon get married and blow up
Then talk shit and then lie there's no way I'll ever have this conversation again
We wouldn't be friends 'cause we weren't dating anyway they was talking about taking shots to my head
This is the type of feeling you only feel when you think of love, now tell me why am I so fucking sad?
Saying, where the fuck are we going now what’s the point?
All these guys trying to act nice because they wanna make our lives better like they deserve it, they need another reason why
So please don't cry if you can and just give them time until you understand exactly what we do as human
(Chorus)"	rock	rb
"Walking down roads I’ve never seen before
Outro Verse 1:

Aye, it’s that world I love the most
Where people come and they go but no one loves me this much
That’s why I came from the west to play
It's not because of what you say on Twitter or Facebook (No)
We all speak out and we try to do our best but now we're standing in this house alone (We are)
That's why when I stand right here with my head up high, it feels great being around ya guys
People want help just like nobody else can help us
Even if it ain't the government or some kind of thing, the people there help us too
I don't wanna be treated as a second-class citizen
The world should respect me even though they tried to tell me
Let’s make sure every kid knew his rights
There for him to have a chance to move forward but still they treat him like nothing at all
I just feel like I'm waiting for somebody to come to my life
It isn't hard cause I got nothing left to lose
But maybe next summer, I could make some money off this country
Well guess what? I just hope I can find myself a job and get me a new girl
In another couple of years I might find myself working in a field full of women
Somebody would really appreciate it if I made it right by these girls"	country	pop
"Every moment's a treasure, don't let it fade
Never mind if its real or a fake
Always keep the message high and be aware
I can understand why you think that is impossible to do

Why do people always turn away? How did you forget what happened?
Life can happen for free when one person gives and it can go to hell when two people give right away
You should've known better at times
But you were wrong for being so honest with yourself
You should have taught yourself more...

Genre: Language
Starting Lyric: ""The human ear sings as a song: ""Oh my god, it's true...""
Rhymes : ""And everyone loves them""

Output:
Every moment's a treasure, don't let it fade
Never mind if its real or a fake
Always keep the message high and be aware


What happens in your sleep
When he wakes up
When you say he's gone
Everything changes
Like he gets lost inside his mind


So you must do something about it
Cause you know that you can't make no sense of it
You need a change of attitude
Don't get involved in anything


Tell 'em how you're feeling
If they'll let you live by their code
Make sure that you understand what your worth is
Just remember...don't tell em i'm scared of them

Genre: Language (2x)
Verse 1 :
How the heck i got outta there?
I guess most times it doesn't matter anyway
Your friends are in and out of town
People who really want to talk to ya
Are always in your way
But you never cared what you felt or what you didn't see
I never wanted somebody to find me lonely
Yeah i thought you would listen, but you never showed me kindness
But now you're lying on the floor thinking thats all you got
No, I ain't just saying this because its real
But it's not you!"	country	pop
